nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud
Petit Palace Triball,"Calle Gonzalo Jiménez de Quesada, 2, Madrid",28013,4.5,1726.0,"lodging, point_of_interest, establishment",40.42056549999999,-3.7029078
Hotel Atlántico,"Gran Vía, 38, Madrid",28013,4.7,1329.0,"lodging, point_of_interest, establishment",40.42040529999999,-3.7045863
Hotel Sterling Gran Vía,"Calle de San Bernardo, 29, 31, Madrid",28013,3.9,1414.0,"lodging, point_of_interest, establishment",40.423015,-3.707661
Intelier Palacio San Martín,"Plaza de San Martín, 5, Madrid",28013,4.5,1269.0,"lodging, restaurant, food, point_of_interest, establishment",40.4186427,-3.7067589
Hotel Mayorazgo,"Calle de la Flor Baja, 3, Madrid",28013,4.4,4709.0,"lodging, point_of_interest, establishment",40.4221209,-3.7095924
Petit Palace Plaza España,"Calle de San Bernardo, 3, Madrid",28013,4.2,1381.0,"lodging, point_of_interest, establishment",40.42088999999999,-3.7083531
Petit Palace Arenal,"Calle del Arenal, 16, Madrid",28013,4.4,1677.0,"lodging, point_of_interest, establishment",40.41734899999999,-3.7064961
Hotel Madrid II Castillas,"Calle de la Abada, 7, Madrid",28013,4.3,1313.0,"lodging, point_of_interest, establishment",40.4192202,-3.704376799999999
Centro,Centro,28013,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851
Exe Suites 33,"Calle de Leganitos, 33, Madrid",28013,4.1,694.0,"lodging, point_of_interest, establishment",40.42209,-3.7106566
"Room Mate Mario, Madrid","Calle de Campomanes, 4, Madrid",28013,4.5,1058.0,"lodging, point_of_interest, establishment",40.4188302,-3.7093121
Hotel Meninas,"Calle de Campomanes, 7, Madrid",28013,4.3,572.0,"lodging, point_of_interest, establishment",40.41911199999999,-3.70932
Petit Palace Preciados,"Calle de Galdo, 2, Madrid",28013,4.2,1338.0,"lodging, point_of_interest, establishment",40.4181053,-3.7043429
Hotel Príncipe Pío,"Cuesta de San Vicente, 14, Madrid",28013,4.3,2400.0,"lodging, point_of_interest, establishment",40.4211673,-3.714677
Posada Del Dragón,"Calle de la Cava Baja, 14, Madrid",28013,4.3,1258.0,"clothing_store, lodging, store, point_of_interest, establishment",40.4131012,-3.7086039
Hotel Francisco I,"Calle del Arenal, 15, Madrid",28013,4.5,1723.0,"lodging, point_of_interest, establishment",40.4174456,-3.7075983
Corral de la Morería,"Calle de la Moreria, 17, Madrid",28013,4.4,3767.0,"restaurant, food, point_of_interest, establishment",40.4126689,-3.7142336
La Esquina del Real,"Calle de la Amnistía, 4, Madrid",28013,4.6,969.0,"restaurant, food, point_of_interest, establishment",40.4173635,-3.710353399999998
Hotel Regente Madrid,"Calle de Mesonero Romanos, 9, Madrid",28013,4.2,2821.0,"lodging, point_of_interest, establishment",40.41970959999999,-3.7043006
Hotel Moderno,"Calle del Arenal, 2, Madrid",28013,4.4,2160.0,"lodging, point_of_interest, establishment",40.4170417,-3.7048905
Hotel Liabeny,"Calle de la Salud, 3, Madrid",28013,4.5,2988.0,"lodging, point_of_interest, establishment",40.4186836,-3.7040003
Hotel Vincci Via 66,"Gran Vía, 66, Madrid",28013,4.4,2274.0,"lodging, point_of_interest, establishment",40.42242909999999,-3.708891500000001
Hotel Ópera,"Cuesta de Santo Domingo, 2, Madrid",28013,4.3,1993.0,"lodging, point_of_interest, establishment",40.4189051,-3.7101219
MuchoMadrid,"Gran Vía, 59, 7 Derecha, Madrid",28013,4.2,289.0,"lodging, point_of_interest, establishment",40.42201719999999,-3.7090772
Posada del León de Oro,"Calle de la Cava Baja, 12, Madrid",28013,4.2,1453.0,"restaurant, lodging, food, point_of_interest, establishment",40.4131927,-3.708539400000001
B&B Hotel Madrid Centro Plaza Mayor,"Calle de Atocha, 2, Madrid",28013,4.4,1654.0,"lodging, point_of_interest, establishment",40.41461929999999,-3.705511
Hotel Casón del Tormes,"Calle del Río, 7, Madrid",28013,4.3,1046.0,"cafe, bar, lodging, food, store, point_of_interest, establishment",40.422335,-3.711609
Suites Viena Plaza de España,"Calle de Juan Álvarez Mendizábal, 17, Madrid",28013,4.5,946.0,"lodging, point_of_interest, establishment",40.4248194,-3.7150606
Motel One Madrid - Plaza de España,"Calle del Tutor, 1, Madrid",28013,4.4,1368.0,"lodging, point_of_interest, establishment",40.42564399999999,-3.713794999999999
Miyama Restaurant,"Calle de la Flor Baja, 5, Madrid",28013,4.4,1095.0,"restaurant, point_of_interest, food, establishment",40.42222219999999,-3.71
Petit Palace Plaza del Carmen,"Plaza del Carmen, 4, Madrid",28013,4.4,1006.0,"lodging, point_of_interest, establishment",40.41903279999999,-3.7029893
Hotel Avenida Gran Via,"Calle de Mesonero Romanos, 14, Madrid",28013,3.7,823.0,"lodging, point_of_interest, establishment",40.41970120000001,-3.7040755
Los Amigos,"Calle del Arenal, 26, Madrid",28013,4.2,462.0,"lodging, point_of_interest, establishment",40.4178323,-3.7082976
Hostel Meeting Point Madrid,"Calle del Factor, 5, Madrid",28013,3.5,634.0,"lodging, point_of_interest, establishment",40.41599849999999,-3.712626700000001
Petit Palace Tres Cruces,"Calle de las Tres Cruces, 6, Madrid",28013,4.4,1381.0,"lodging, point_of_interest, establishment",40.41933119999999,-3.7027806
Teatro Lope de Vega,"Gran Vía, 57, Madrid",28013,4.5,21671.0,"point_of_interest, establishment",40.4217904,-3.7086924
Petit Palace Cliper Gran Vía,"Calle de Chinchilla, 6, Madrid",28013,4.1,1467.0,"lodging, point_of_interest, establishment",40.4196585,-3.7035852
Hotel Preciados,"Calle de Preciados, 37, Madrid",28013,4.5,1529.0,"lodging, point_of_interest, establishment",40.4196938,-3.707504599999999
Petit Palace Plaza Mayor,"Calle Mayor, 46, Madrid",28013,4.3,1264.0,"lodging, point_of_interest, establishment",40.4160074,-3.7090951
Espahotel Gran Vía,"Gran Vía, 65, Madrid",28013,4.2,1577.0,"lodging, point_of_interest, establishment",40.4226029,-3.7099818
Vitium Urban Suites,"Gran Vía, 61, 5ta Planta, Madrid",28013,4.0,811.0,"lodging, point_of_interest, establishment",40.42231470000001,-3.7095801
Royal Palace of Madrid,Madrid,28013,4.7,115941.0,"tourist_attraction, point_of_interest, establishment",40.417955,-3.714311999999999
Hotel Anaco,"Calle de las Tres Cruces, 3, Madrid",28013,3.2,909.0,"lodging, point_of_interest, establishment",40.4193472,-3.7030945
Hospedium Hotel Los Condes,"Calle de los Libreros, 7, Madrid",28013,4.3,1373.0,"lodging, point_of_interest, establishment",40.42193109999999,-3.706583799999999
"Hotel Indigo Madrid - Gran Via, an IHG Hotel","Calle de Silva, 6, Madrid",28013,4.3,1927.0,"lodging, point_of_interest, establishment",40.4206372,-3.707305
Chincha Casa Perú,"Calle de las Fuentes, 9, Madrid",28013,4.4,1417.0,"restaurant, point_of_interest, food, establishment",40.4172739,-3.708800800000001
The Hat Madrid,"Calle Imperial, 9, Madrid",28013,4.3,4355.0,"lodging, point_of_interest, establishment",40.41430999999999,-3.707069999999999
Hotel Emperador,"Gran Vía, 53, Madrid",28013,4.4,4356.0,"lodging, point_of_interest, establishment",40.42140819999999,-3.708169899999999
Cine Capitol,"Gran Vía, 41, Madrid",28013,4.2,6583.0,"movie_theater, point_of_interest, establishment",40.42044649999999,-3.7065821
Madrid,Madrid,28014,,,"locality, political",40.41672790000001,-3.7032905
"Mandarin Oriental Ritz, Madrid","Plaza de la Lealtad, 5, Madrid",28014,4.7,3941.0,"lodging, spa, point_of_interest, food, establishment",40.4157577,-3.692606699999999
Hotel Urban,"Carrera de San Jerónimo, 34, Madrid",28014,4.5,1911.0,"lodging, point_of_interest, establishment",40.4164449,-3.6986026
Hotel Quatro Puerta Del Sol,"Calle de Sevilla, 4, Madrid",28014,4.0,1125.0,"lodging, point_of_interest, establishment",40.41706469999999,-3.6999545
Hotel Regina Madrid,"Calle Alcalá, 19, Madrid",28014,4.5,2710.0,"lodging, point_of_interest, establishment",40.4179133,-3.699877499999999
Hotel Infantas by Mij,"Calle de las Infantas, 29, Madrid",28014,4.2,835.0,"lodging, point_of_interest, establishment",40.4201069,-3.6970542
ME Madrid Reina Victoria,"Plaza de Santa Ana, 14, Madrid",28014,4.4,2509.0,"lodging, point_of_interest, establishment",40.414601,-3.701377000000001
Hotel Victoria 4,"Calle de la Victoria, 4, Madrid",28014,4.1,1098.0,"lodging, point_of_interest, establishment",40.416379,-3.701742399999999
Hotel Europa,"Calle del Carmen, 4, Madrid",28014,4.4,2060.0,"lodging, point_of_interest, establishment",40.4175032,-3.7033915
Mediodía Hotel,"Plaza del Emperador Carlos V, 8, Madrid",28014,4.2,3383.0,"lodging, point_of_interest, establishment",40.4085732,-3.692866899999999
Petit Palace Triball,"Calle Gonzalo Jiménez de Quesada, 2, Madrid",28014,4.5,1726.0,"lodging, point_of_interest, establishment",40.42056549999999,-3.7029078
Petit Palace Posada del Peine,"Calle de Postas, 17, Madrid",28014,4.4,1179.0,"lodging, point_of_interest, establishment",40.41571,-3.7060284
INNSiDE by Meliá Madrid Gran Vía,"Calle de Mesonero Romanos, 13, Madrid",28014,4.3,1801.0,"lodging, point_of_interest, establishment",40.420612,-3.703958
Hotel NH Madrid Atocha,"Paseo de la Infanta Isabel, 9, Madrid",28014,4.2,1560.0,"lodging, point_of_interest, establishment",40.40769,-3.689457
Hostal Puerta del Sol,"Puerta del Sol, 14, Madrid",28014,4.0,276.0,"lodging, point_of_interest, establishment",40.4171537,-3.7025296
"Hotel Palacio Del Retiro, Autograph Collection","Calle de Alfonso XII, 14, Madrid",28014,4.5,485.0,"lodging, point_of_interest, establishment",40.4177785,-3.689227
Room Mate Oscar Hotel,"Plaza de Pedro Zerolo, 12, Madrid",28014,4.5,3312.0,"lodging, point_of_interest, establishment",40.4206371,-3.6990059
ibis Styles Madrid Prado,"Calle del Prado, 11, Madrid",28014,4.4,1238.0,"lodging, point_of_interest, establishment",40.4148772,-3.698999
Petit Palace Tres Cruces,"Calle de las Tres Cruces, 6, Madrid",28014,4.4,1381.0,"lodging, point_of_interest, establishment",40.41933119999999,-3.7027806
Centro,Centro,28014,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851
Hotel Catalonia Gran Vía Madrid,"Gran Vía, 7-9, Madrid",28014,4.3,2742.0,"lodging, point_of_interest, establishment",40.4194421,-3.6988293
Petit Palace Chueca,"Calle de Hortaleza, 3, Madrid",28014,4.4,1466.0,"lodging, cafe, restaurant, point_of_interest, food, store, establishment",40.420354,-3.7011024
Eurostars Casa de la Lírica,"Calle de la Aduana, 19, Madrid",28014,4.3,1396.0,"lodging, point_of_interest, establishment",40.41848239999999,-3.7012592
CATS Chill Out Hostel,"Calle de la Cabeza, 24, Madrid",28014,4.0,582.0,"lodging, point_of_interest, establishment",40.4118958,-3.702101099999999
Petit Palace Plaza del Carmen,"Plaza del Carmen, 4, Madrid",28014,4.4,1006.0,"lodging, point_of_interest, establishment",40.41903279999999,-3.7029893
Vincci Capitol Hotel,"Gran Vía, 41, Madrid",28014,4.4,2626.0,"lodging, point_of_interest, establishment",40.420444,-3.706584
Petit Palace Preciados,"Calle de Galdo, 2, Madrid",28014,4.2,1338.0,"lodging, point_of_interest, establishment",40.4181053,-3.7043429
Hotel Atlántico,"Gran Vía, 38, Madrid",28014,4.7,1329.0,"lodging, point_of_interest, establishment",40.42040529999999,-3.7045863
Hotel Catalonia Puerta Del Sol,"Calle de Atocha, 23, Madrid",28014,4.7,1239.0,"lodging, point_of_interest, establishment",40.414026,-3.702864300000001
Hotel Madrid II Castillas,"Calle de la Abada, 7, Madrid",28014,4.3,1313.0,"lodging, point_of_interest, establishment",40.4192202,-3.704376799999999
Mercure Madrid Centro,"Calle de Lope de Vega, 49, Madrid",28014,4.3,1137.0,"lodging, point_of_interest, establishment",40.41401860000001,-3.6945064
Hotel Madrisol,"Calle de Núñez de Arce, 1, Madrid",28014,3.5,813.0,"lodging, point_of_interest, establishment",40.415849,-3.7011718
Hotel NH Collection Madrid Paseo del Prado,"Plaza Canovas del Castillo, 4, Madrid",28014,4.5,1233.0,"lodging, point_of_interest, establishment",40.414868,-3.694509
AC Hotel Recoletos,"Calle de Recoletos, 18, Madrid",28014,4.5,581.0,"lodging, point_of_interest, establishment",40.42144649999999,-3.6895566
VP Jardín de Recoletos,"Calle de Gil de Santivañes, 6, Madrid",28014,4.5,668.0,"parking, lodging, restaurant, point_of_interest, food, establishment",40.4223075,-3.689168100000001
Hotel Mora,"Paseo del Prado, 32, 1, Madrid",28014,3.9,1173.0,"lodging, point_of_interest, establishment",40.411297,-3.693177699999999
Casa de Asturias,"Calle de Argumosa, 4, Madrid",28014,3.8,2499.0,"restaurant, point_of_interest, food, establishment",40.4081497,-3.699811
URBANSEA Atocha 113,"Calle de Atocha, 113, Madrid",28014,4.0,803.0,"lodging, point_of_interest, establishment",40.4103724,-3.6946021
Suite Prado,"Calle de Manuel Fernández y González, 10, Madrid",28014,4.3,315.0,"lodging, point_of_interest, establishment",40.4150778,-3.699087899999999
B&B Hotel Madrid Centro Plaza Mayor,"Calle de Atocha, 2, Madrid",28014,4.4,1654.0,"lodging, point_of_interest, establishment",40.41461929999999,-3.705511
Hotel Mexico,"Calle del Gobernador, 24, Madrid",28014,3.7,618.0,"lodging, point_of_interest, establishment",40.4114786,-3.694286
Hotel Vincci Soho,"Calle del Prado, 18, Madrid",28014,4.4,3229.0,"lodging, point_of_interest, establishment",40.4148722,-3.698403799999999
Hotel Liabeny,"Calle de la Salud, 3, Madrid",28014,4.5,2988.0,"lodging, point_of_interest, establishment",40.4186836,-3.7040003
Hotel NH Madrid Nacional,"Paseo del Prado, 48, Madrid",28014,4.3,3912.0,"lodging, point_of_interest, establishment",40.409962,-3.692673999999999
Hotel Príncipe 11,"Calle del Príncipe, 11, Madrid",28014,3.5,63.0,"lodging, point_of_interest, establishment",40.4157669,-3.7002701
HOTEL MIAU,"Calle del Príncipe, 26, Madrid",28014,4.3,291.0,"lodging, point_of_interest, establishment",40.4143397,-3.7001914
Hotel Cortezo,"Calle del Doctor Cortezo, 3, Madrid",28014,4.1,1827.0,"lodging, point_of_interest, establishment",40.4136722,-3.7035722
Apart-Hotel Serrano Recoletos,"Calle de Villanueva, 2, Madrid",28014,3.6,860.0,"lodging, point_of_interest, establishment",40.4227751,-3.6900327
Hostal Bianco,"Calle de Echegaray, 5 -1, Derecha, Madrid",28014,4.4,234.0,"lodging, point_of_interest, establishment",40.4160129,-3.6995733
Hotel Moderno,"Calle del Arenal, 2, Madrid",28014,4.4,2160.0,"lodging, point_of_interest, establishment",40.4170417,-3.7048905
Hospes Puerta de Alcalá,"Plaza de la Independencia, 3, Madrid",28014,4.4,1028.0,"lodging, spa, restaurant, point_of_interest, food, establishment",40.4206199,-3.689281300000001
Hotel Eurostars Plaza Mayor,"Calle del Doctor Cortezo, 10, Madrid",28014,4.2,1640.0,"lodging, point_of_interest, establishment",40.41307919999999,-3.703986
Hotel Regente Madrid,"Calle de Mesonero Romanos, 9, Madrid",28014,4.2,2821.0,"lodging, point_of_interest, establishment",40.41970959999999,-3.7043006
Hotel Vincci Centrum,"Calle de Cedaceros, 4, Madrid",28014,4.3,1318.0,"lodging, point_of_interest, establishment",40.4175772,-3.698596899999999
Hotel Mayerling Madrid - WEB OFICIAL,"Calle del Conde de Romanones, 6, Madrid",28014,4.3,570.0,"lodging, point_of_interest, establishment",40.4134985,-3.7049219
Hotel NH Collection Madrid Palacio de Tepa,"Calle de San Sebastián, 2, Madrid",28014,4.6,1216.0,"lodging, point_of_interest, establishment",40.41383499999999,-3.701617
Cats Hostel Madrid Sol,"Calle de los Cañizares, 6, Madrid",28014,4.2,1720.0,"lodging, bar, point_of_interest, establishment",40.41289560000001,-3.701667100000001
Boutike Cibeles,"Calle Alcalá, 57, Madrid",28014,4.5,225.0,"lodging, point_of_interest, establishment",40.4198688,-3.6914576
7 Islas Hotel,"Calle de Valverde, 14, Madrid",28014,4.5,1327.0,"lodging, point_of_interest, establishment",40.4212482,-3.7018303
Hotel Catalonia Atocha,"Calle de Atocha, 81, Madrid",28014,4.6,3486.0,"lodging, point_of_interest, establishment",40.4118357,-3.697807000000001
Madrid,Madrid,28015,,,"locality, political",40.41672790000001,-3.7032905
"Krüger - Restaurante Alemán | Cervecería Artesanal, Plaza España","Calle de la Princesa, 5, Madrid",28015,4.0,1431.0,"bar, restaurant, point_of_interest, food, establishment",40.4246643,-3.7133071
Leonardo Boutique Hotel Madrid,"Calle de Vallehermoso, 65, Madrid",28015,4.3,1765.0,"lodging, point_of_interest, establishment",40.4372343,-3.708568
Motel One Madrid - Plaza de España,"Calle del Tutor, 1, Madrid",28015,4.4,1368.0,"lodging, point_of_interest, establishment",40.42564399999999,-3.713794999999999
Muralto Madrid Princesa,"Calle del Buen Suceso, 3, Madrid",28015,4.4,828.0,"lodging, point_of_interest, establishment",40.42914529999999,-3.716850199999999
Sercotel Gran Hotel Conde Duque,"Plaza del Conde del Valle de Súchil, 5, Madrid",28015,4.3,2726.0,"lodging, point_of_interest, establishment",40.43076910000001,-3.7077407
ibis Madrid Centro,"Calle de Manuela Malasaña, 6, Madrid",28015,4.4,1257.0,"lodging, point_of_interest, establishment",40.4287373,-3.703080499999999
Meliá Madrid Princesa,"Calle de la Princesa, 27, Madrid",28015,4.3,3468.0,"lodging, point_of_interest, establishment",40.427286,-3.714112
Suites Viena Plaza de España,"Calle de Juan Álvarez Mendizábal, 17, Madrid",28015,4.5,946.0,"lodging, point_of_interest, establishment",40.4248194,-3.7150606
HOTEL EXE MONCLOA,"Calle Arcipreste de Hita, 10, Madrid",28015,4.1,3008.0,"lodging, point_of_interest, establishment",40.4337597,-3.717466
La Fragua de Sebín,"Calle del Divino Pastor, 21, Madrid",28015,4.2,1593.0,"restaurant, point_of_interest, food, establishment",40.4275263,-3.703811299999999
HM Hospital Universitario Madrid,"Plaza del Conde del Valle de Súchil, 16, Madrid",28015,3.2,1055.0,"hospital, doctor, point_of_interest, health, establishment",40.43133589999999,-3.7067761
Centro de Cultura Contemporánea Conde Duque,"Calle del Conde Duque, 11, Madrid",28015,4.5,1218.0,"tourist_attraction, art_gallery, library, museum, point_of_interest, establishment",40.4274072,-3.710719499999999
La Musa Malasaña,"Calle de Manuela Malasaña, 18, Madrid",28015,4.5,3942.0,"bar, restaurant, point_of_interest, food, establishment",40.42881359999999,-3.7043854
Restaurante Casa Mono,"Calle del Tutor, 37, Madrid",28015,4.0,3276.0,"restaurant, point_of_interest, food, establishment",40.42921399999999,-3.7166635
Nebrija University,"Calle de Santa Cruz de Marcenado, 27, Madrid",28015,3.9,1138.0,"university, point_of_interest, establishment",40.4292365,-3.7128884
Restaurante Con 2 Fogones,"Calle de San Bernardino, 9, Madrid",28015,4.3,1645.0,"restaurant, bar, point_of_interest, food, establishment",40.425233,-3.710674999999999
Sala Siroco,"Calle de San Dimas, 3, Madrid",28015,4.0,1980.0,"point_of_interest, establishment",40.42692509999999,-3.707731599999999
El Pimiento Verde - Quintana,"Calle de Quintana, 1, Madrid",28015,4.4,3986.0,"restaurant, point_of_interest, food, establishment",40.4286407,-3.7152005
Centro,Centro,28015,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851
Leonardo Hotel Madrid City Center,"Calle de Alberto Aguilera, 18, Madrid",28015,4.3,2826.0,"lodging, restaurant, point_of_interest, food, establishment",40.4302141,-3.7085214
Hotel Indigo Madrid - Princesa by IHG,"Calle del Marqués de Urquijo, 4, Madrid",28015,4.1,1386.0,"lodging, point_of_interest, establishment",40.43057,-3.716899999999999
Abel Victoriano,"Calle de San Bernardo, 55, Madrid",28015,4.0,454.0,"lodging, point_of_interest, establishment",40.4258383,-3.7072763
Metropolis Center,"Calle de Andrés Mellado, 22, Madrid",28015,4.5,1467.0,"store, point_of_interest, establishment",40.43244809999999,-3.7142669
American Language Academy,"Plaza del Conde del Valle de Súchil, 17, Madrid",28015,4.7,291.0,"point_of_interest, establishment",40.432109,-3.707459799999999
La Nueva,"Calle de Arapiles, 7, Madrid",28015,4.0,1009.0,"bar, restaurant, point_of_interest, food, establishment",40.43321569999999,-3.7052765
Ojalá,"Calle de San Andrés, 1, Madrid",28015,4.3,8722.0,"restaurant, point_of_interest, food, establishment",40.42552699999999,-3.7039978
El Imperio,"Calle de Galileo, 51, Madrid",28015,4.2,889.0,"bar, restaurant, point_of_interest, food, establishment",40.435087,-3.710430000000001
Amistad Cristiana Madrid,"Calle de Fuencarral, 136, Madrid",28015,4.7,89.0,"church, place_of_worship, point_of_interest, establishment",40.4315305,-3.702939799999999
El Tendido,"Calle de Andrés Mellado, 20, Madrid",28015,4.3,959.0,"restaurant, point_of_interest, food, establishment",40.432355,-3.71442
Moviltelan,"Calle de Galileo, 59, Madrid",28015,4.3,333.0,"store, point_of_interest, establishment",40.43590269999999,-3.7103929
Small Film Studio,"Calle de Magallanes, 1, Madrid",28015,4.4,266.0,"movie_theater, point_of_interest, establishment",40.4324403,-3.7054349
Lidl,"Calle de Rodríguez San Pedro, 22, Madrid",28015,4.1,2120.0,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",40.431698,-3.709691
La Mordida,"Calle de la Princesa, 3 duplicado, Madrid",28015,4.3,3701.0,"restaurant, point_of_interest, food, establishment",40.42460919999999,-3.7130767
Conde Duque Milenium Medical Center,"Calle del Conde Duque, 21, Madrid",28015,3.2,247.0,"hospital, doctor, point_of_interest, health, establishment",40.4294993,-3.7092828
Acuna Public Library,"Calle de Quintana, 9, Madrid",28015,3.0,158.0,"library, point_of_interest, establishment",40.4279318,-3.716936999999999
Cash Converters,"Calle de San Bernardo, 97, Madrid",28015,3.8,976.0,"electronics_store, finance, jewelry_store, store, point_of_interest, establishment",40.4305063,-3.7056951
Teatro Maravillas Madrid,"Calle de Manuela Malasaña, 6, Madrid",28015,4.2,6005.0,"point_of_interest, establishment",40.4287637,-3.7030711
The Polar Company,"Calle del Conde Duque, 5, Madrid",28015,4.8,77.0,"clothing_store, store, point_of_interest, establishment",40.42613899999999,-3.711436
Eric Vökel Madrid Suites,"Calle de San Bernardo, 61, Madrid",28015,4.5,197.0,"lodging, point_of_interest, establishment",40.4262837,-3.707076099999999
La Vía Láctea,"Calle de Velarde, 18, Madrid",28015,4.2,3914.0,"bar, point_of_interest, establishment",40.4269012,-3.7029216
Hostal Moncloa,"Calle de Hilarión Eslava, 16, Madrid",28015,3.7,370.0,"lodging, point_of_interest, establishment",40.4338538,-3.716489400000001
El Jardín Secreto Madrid,"Calle del Conde Duque, 2, Madrid",28015,4.3,4464.0,"restaurant, cafe, bar, store, point_of_interest, food, establishment",40.4258057,-3.711502499999999
Hostal Jemasaca-Palma61,"Calle de la Palma, 61, Madrid",28015,3.5,390.0,"lodging, point_of_interest, establishment",40.4265905,-3.7076375
Caja Ingenieros - Madrid - Carranza,"Calle de Carranza, 5, Madrid",28015,3.4,16.0,"bank, finance, point_of_interest, establishment",40.42894099999999,-3.702899
Naos Libros,"Calle de Quintana, 12, Madrid",28015,4.7,253.0,"book_store, store, point_of_interest, establishment",40.42811759999999,-3.7170015
United Languages,"Calle de la Princesa, 22, Madrid",28015,3.0,2.0,"point_of_interest, establishment",40.4273165,-3.7134028
Restaurante Manolo 1934,"Calle de la Princesa, 83, Madrid",28015,4.1,2531.0,"bar, restaurant, point_of_interest, food, establishment",40.4326352,-3.717991
Feelathome Madrid Suites Apartments,"Calle de Martín de los Heros, 6, Madrid",28015,4.0,53.0,"lodging, point_of_interest, establishment",40.424188,-3.7131484
Hostal Los Perales,"Calle de la Palma, 61, Madrid",28015,2.6,354.0,"lodging, point_of_interest, establishment",40.42666670000001,-3.707499999999999
PCBox,"Calle de Sandoval, 12, Madrid",28015,4.5,276.0,"electronics_store, store, point_of_interest, establishment",40.4301914,-3.704262200000001
Restaurante Etíope Nuria,"Calle de Manuela Malasaña, 6, Madrid",28015,4.6,2038.0,"restaurant, point_of_interest, food, establishment",40.4287223,-3.7031191
Psicotécnicos Fernando el Católico 3,"Calle de Fernando el Católico, 3, 3 izquierda, Madrid",28015,4.6,108.0,"hospital, point_of_interest, health, establishment",40.4336604,-3.706188399999999
Tintorería 45 Minutos,"Calle de Rodríguez San Pedro, 12, Madrid",28015,3.2,67.0,"laundry, point_of_interest, establishment",40.4316782,-3.7083442
Elipsos Internacional,"Calle de Alberto Aguilera, 7, Madrid",28015,4.3,4.0,"point_of_interest, establishment",40.4295749,-3.708136200000001
Restaurante La Playa,"Calle de Magallanes, 24, Madrid",28015,4.1,622.0,"restaurant, point_of_interest, food, establishment",40.4335176,-3.705484499999999
AIRE'S PELUQUERÍA Y BELLEZA,"Calle de Alberto Aguilera, 11, Madrid",28015,4.7,264.0,"hair_care, beauty_salon, point_of_interest, establishment",40.42972450000001,-3.7085486
Hertz Alquiler De Coches - Madrid - Princesa,"Calle De La Princesa, 9 Returns, Calle de la Princesa, 5, Madrid",28015,2.8,140.0,"car_rental, point_of_interest, establishment",40.42557430000001,-3.712777400000001
Centro Quiropráctico Madrid,"Calle de Blasco de Garay, 12, Local, Madrid",28015,4.8,256.0,"physiotherapist, doctor, point_of_interest, health, establishment",40.4310181,-3.711503
Vincent Dental,"Calle de Amaniel, 29, Madrid",28015,5.0,12.0,"point_of_interest, health, establishment",40.42744139999999,-3.7096198
